#*OUTPUT EVTP
#*EVENT NRS IN MEASUREMENT OF TPRIME DISTRIBUTION
#  0.10000E+07     ULUMI (1/NB)
#            2     IPN
#  2002.442000     SED
#     0.030000     X
#     0.020000     XBIN
#    17.500000     QQ
#     5.000000     QQBIN
#     1.000000     ALR
#     0.020000     ALRBIN
#     0.005000     TPBIN
#          200     NBIN
#    -0.004167     TP0 -- TMPMIN(ABS)
#    -0.004169     TP1 -- TMPMIN(ALR)
#     0.029265     RES
#     0.414198     F2N
#*
#*COL1  TP     TPRIME (GEV**2)
#*COL2  PR2    SQUARED RECOIL 3-MOM RF (GEV**2)
#*COL3  PTR    RECOIL TRANSVERSE MOMENTUM (GEV)
#*COL4  FSIG   TAGGED DIFF CROSS SECN (NB/GEV**4)
#*COL5  UNUM   EVENT NUMBER IN BIN
#*COL6  F2/SPOL   TAGGED F2/POLE FACTOR
 -0.4750 0.2354E+00 0.4704E+00 0.6703E-01 0.9343E+00 0.3108E-01
 -0.4800 0.2379E+00 0.4727E+00 0.6481E-01 0.9023E+00 0.3068E-01
 -0.4850 0.2404E+00 0.4751E+00 0.6268E-01 0.8717E+00 0.3030E-01
 -0.4900 0.2429E+00 0.4774E+00 0.6064E-01 0.8424E+00 0.2992E-01
 -0.4950 0.2454E+00 0.4797E+00 0.5869E-01 0.8144E+00 0.2955E-01
 -0.5000 0.2479E+00 0.4820E+00 0.5682E-01 0.7876E+00 0.2919E-01
 -0.5050 0.2504E+00 0.4843E+00 0.5502E-01 0.7619E+00 0.2884E-01
 -0.5100 0.2529E+00 0.4865E+00 0.5330E-01 0.7372E+00 0.2849E-01
 -0.5150 0.2554E+00 0.4888E+00 0.5165E-01 0.7136E+00 0.2815E-01
 -0.5200 0.2579E+00 0.4910E+00 0.5007E-01 0.6909E+00 0.2782E-01
 -0.5250 0.2604E+00 0.4933E+00 0.4854E-01 0.6692E+00 0.2749E-01
 -0.5300 0.2629E+00 0.4955E+00 0.4708E-01 0.6483E+00 0.2718E-01
 -0.5350 0.2654E+00 0.4977E+00 0.4567E-01 0.6283E+00 0.2686E-01
 -0.5400 0.2679E+00 0.4999E+00 0.4432E-01 0.6090E+00 0.2656E-01
 -0.5450 0.2704E+00 0.5021E+00 0.4302E-01 0.5905E+00 0.2626E-01
 -0.5500 0.2729E+00 0.5042E+00 0.4177E-01 0.5727E+00 0.2597E-01
 -0.5550 0.2754E+00 0.5064E+00 0.4057E-01 0.5556E+00 0.2568E-01
 -0.5600 0.2779E+00 0.5085E+00 0.3941E-01 0.5392E+00 0.2540E-01
 -0.5650 0.2804E+00 0.5107E+00 0.3830E-01 0.5233E+00 0.2512E-01
 -0.5700 0.2829E+00 0.5128E+00 0.3722E-01 0.5081E+00 0.2485E-01
 -0.5750 0.2854E+00 0.5149E+00 0.3618E-01 0.4934E+00 0.2458E-01
 -0.5800 0.2879E+00 0.5170E+00 0.3519E-01 0.4793E+00 0.2432E-01
 -0.5850 0.2904E+00 0.5191E+00 0.3422E-01 0.4657E+00 0.2407E-01
 -0.5900 0.2929E+00 0.5212E+00 0.3329E-01 0.4526E+00 0.2382E-01
 -0.5950 0.2954E+00 0.5232E+00 0.3240E-01 0.4399E+00 0.2357E-01
 -0.6000 0.2979E+00 0.5253E+00 0.3153E-01 0.4277E+00 0.2333E-01
 -0.6050 0.3004E+00 0.5274E+00 0.3070E-01 0.4160E+00 0.2309E-01
 -0.6100 0.3029E+00 0.5294E+00 0.2989E-01 0.4046E+00 0.2286E-01
 -0.6150 0.3054E+00 0.5314E+00 0.2911E-01 0.3937E+00 0.2263E-01
 -0.6200 0.3079E+00 0.5334E+00 0.2836E-01 0.3831E+00 0.2240E-01
 -0.6250 0.3104E+00 0.5355E+00 0.2764E-01 0.3729E+00 0.2218E-01
 -0.6300 0.3129E+00 0.5375E+00 0.2693E-01 0.3630E+00 0.2197E-01
 -0.6350 0.3154E+00 0.5394E+00 0.2625E-01 0.3535E+00 0.2175E-01
 -0.6400 0.3179E+00 0.5414E+00 0.2560E-01 0.3443E+00 0.2154E-01
 -0.6450 0.3204E+00 0.5434E+00 0.2496E-01 0.3354E+00 0.2134E-01
 -0.6500 0.3229E+00 0.5454E+00 0.2434E-01 0.3268E+00 0.2114E-01
 -0.6550 0.3254E+00 0.5473E+00 0.2375E-01 0.3185E+00 0.2094E-01
 -0.6600 0.3279E+00 0.5493E+00 0.2317E-01 0.3104E+00 0.2074E-01
 -0.6650 0.3304E+00 0.5512E+00 0.2261E-01 0.3026E+00 0.2055E-01
 -0.6700 0.3329E+00 0.5531E+00 0.2207E-01 0.2951E+00 0.2036E-01
 -0.6750 0.3354E+00 0.5550E+00 0.2155E-01 0.2878E+00 0.2018E-01
 -0.6800 0.3379E+00 0.5570E+00 0.2104E-01 0.2807E+00 0.1999E-01
 -0.6850 0.3404E+00 0.5589E+00 0.2055E-01 0.2738E+00 0.1981E-01
 -0.6900 0.3429E+00 0.5608E+00 0.2007E-01 0.2672E+00 0.1964E-01
 -0.6950 0.3454E+00 0.5626E+00 0.1961E-01 0.2608E+00 0.1946E-01
 -0.7000 0.3479E+00 0.5645E+00 0.1916E-01 0.2546E+00 0.1929E-01
 -0.7050 0.3504E+00 0.5664E+00 0.1872E-01 0.2485E+00 0.1912E-01
 -0.7100 0.3529E+00 0.5682E+00 0.1830E-01 0.2427E+00 0.1896E-01
 -0.7150 0.3554E+00 0.5701E+00 0.1789E-01 0.2370E+00 0.1880E-01
 -0.7200 0.3579E+00 0.5719E+00 0.1749E-01 0.2315E+00 0.1864E-01
 -0.7250 0.3604E+00 0.5738E+00 0.1711E-01 0.2261E+00 0.1848E-01
 -0.7300 0.3629E+00 0.5756E+00 0.1673E-01 0.2209E+00 0.1832E-01
 -0.7350 0.3654E+00 0.5774E+00 0.1637E-01 0.2159E+00 0.1817E-01
 -0.7400 0.3679E+00 0.5792E+00 0.1601E-01 0.2110E+00 0.1802E-01
 -0.7450 0.3704E+00 0.5811E+00 0.1567E-01 0.2063E+00 0.1787E-01
 -0.7500 0.3729E+00 0.5828E+00 0.1533E-01 0.2017E+00 0.1772E-01
 -0.7550 0.3754E+00 0.5846E+00 0.1501E-01 0.1972E+00 0.1758E-01
 -0.7600 0.3779E+00 0.5864E+00 0.1469E-01 0.1929E+00 0.1744E-01
 -0.7650 0.3804E+00 0.5882E+00 0.1438E-01 0.1886E+00 0.1730E-01
 -0.7700 0.3829E+00 0.5900E+00 0.1409E-01 0.1845E+00 0.1716E-01
 -0.7750 0.3854E+00 0.5917E+00 0.1379E-01 0.1805E+00 0.1703E-01
 -0.7800 0.3879E+00 0.5935E+00 0.1351E-01 0.1767E+00 0.1689E-01
 -0.7850 0.3904E+00 0.5952E+00 0.1324E-01 0.1729E+00 0.1676E-01
 -0.7900 0.3929E+00 0.5970E+00 0.1297E-01 0.1692E+00 0.1663E-01
 -0.7950 0.3954E+00 0.5987E+00 0.1271E-01 0.1657E+00 0.1650E-01
 -0.8000 0.3979E+00 0.6005E+00 0.1245E-01 0.1622E+00 0.1638E-01
 -0.8050 0.4004E+00 0.6022E+00 0.1221E-01 0.1588E+00 0.1625E-01
 -0.8100 0.4029E+00 0.6039E+00 0.1196E-01 0.1555E+00 0.1613E-01
 -0.8150 0.4054E+00 0.6056E+00 0.1173E-01 0.1523E+00 0.1601E-01
 -0.8200 0.4079E+00 0.6073E+00 0.1150E-01 0.1492E+00 0.1589E-01
 -0.8250 0.4104E+00 0.6090E+00 0.1128E-01 0.1462E+00 0.1577E-01
 -0.8300 0.4129E+00 0.6107E+00 0.1106E-01 0.1432E+00 0.1566E-01
 -0.8350 0.4154E+00 0.6124E+00 0.1085E-01 0.1403E+00 0.1554E-01
 -0.8400 0.4179E+00 0.6141E+00 0.1064E-01 0.1375E+00 0.1543E-01
 -0.8450 0.4204E+00 0.6157E+00 0.1044E-01 0.1348E+00 0.1532E-01
 -0.8500 0.4229E+00 0.6174E+00 0.1024E-01 0.1321E+00 0.1521E-01
 -0.8550 0.4254E+00 0.6190E+00 0.1005E-01 0.1295E+00 0.1510E-01
 -0.8600 0.4279E+00 0.6207E+00 0.9866E-02 0.1270E+00 0.1500E-01
 -0.8650 0.4304E+00 0.6224E+00 0.9684E-02 0.1246E+00 0.1489E-01
 -0.8700 0.4329E+00 0.6240E+00 0.9507E-02 0.1221E+00 0.1479E-01
 -0.8750 0.4354E+00 0.6256E+00 0.9333E-02 0.1198E+00 0.1468E-01
 -0.8800 0.4379E+00 0.6273E+00 0.9164E-02 0.1175E+00 0.1458E-01
 -0.8850 0.4404E+00 0.6289E+00 0.8998E-02 0.1153E+00 0.1448E-01
 -0.8900 0.4429E+00 0.6305E+00 0.8837E-02 0.1131E+00 0.1438E-01
 -0.8950 0.4454E+00 0.6321E+00 0.8680E-02 0.1110E+00 0.1429E-01
 -0.9000 0.4479E+00 0.6337E+00 0.8526E-02 0.1089E+00 0.1419E-01
 -0.9050 0.4504E+00 0.6353E+00 0.8375E-02 0.1069E+00 0.1410E-01
 -0.9100 0.4529E+00 0.6369E+00 0.8229E-02 0.1049E+00 0.1400E-01
 -0.9150 0.4554E+00 0.6385E+00 0.8085E-02 0.1030E+00 0.1391E-01
 -0.9200 0.4579E+00 0.6401E+00 0.7945E-02 0.1011E+00 0.1382E-01
 -0.9250 0.4604E+00 0.6417E+00 0.7808E-02 0.9929E-01 0.1373E-01
 -0.9300 0.4629E+00 0.6432E+00 0.7674E-02 0.9750E-01 0.1364E-01
 -0.9350 0.4654E+00 0.6448E+00 0.7544E-02 0.9575E-01 0.1355E-01
 -0.9400 0.4679E+00 0.6464E+00 0.7416E-02 0.9404E-01 0.1347E-01
 -0.9450 0.4704E+00 0.6479E+00 0.7291E-02 0.9237E-01 0.1338E-01
 -0.9500 0.4729E+00 0.6495E+00 0.7169E-02 0.9074E-01 0.1329E-01
 -0.9550 0.4754E+00 0.6510E+00 0.7049E-02 0.8914E-01 0.1321E-01
 -0.9600 0.4779E+00 0.6526E+00 0.6932E-02 0.8758E-01 0.1313E-01
 -0.9650 0.4804E+00 0.6541E+00 0.6818E-02 0.8606E-01 0.1305E-01
 -0.9700 0.4829E+00 0.6557E+00 0.6706E-02 0.8457E-01 0.1297E-01
 -0.9750 0.4854E+00 0.6572E+00 0.6597E-02 0.8312E-01 0.1289E-01
 -0.9800 0.4879E+00 0.6587E+00 0.6490E-02 0.8169E-01 0.1281E-01
 -0.9850 0.4904E+00 0.6602E+00 0.6385E-02 0.8030E-01 0.1273E-01
 -0.9900 0.4929E+00 0.6617E+00 0.6282E-02 0.7894E-01 0.1265E-01
 -0.9950 0.4954E+00 0.6632E+00 0.6182E-02 0.7761E-01 0.1258E-01
 -1.0000 0.4979E+00 0.6648E+00 0.6084E-02 0.7630E-01 0.1250E-01
