#*OUTPUT EVTP
#*EVENT NRS IN MEASUREMENT OF TPRIME DISTRIBUTION
#  0.10000E+07     ULUMI (1/NB)
#            2     IPN
#  2002.442000     SED
#     0.100000     X
#     0.020000     XBIN
#    17.500000     QQ
#     5.000000     QQBIN
#     1.000000     ALR
#     0.020000     ALRBIN
#     0.005000     TPBIN
#          200     NBIN
#    -0.004167     TP0 -- TMPMIN(ABS)
#    -0.004169     TP1 -- TMPMIN(ALR)
#     0.029265     RES
#     0.327227     F2N
#*
#*COL1  TP     TPRIME (GEV**2)
#*COL2  PR2    SQUARED RECOIL 3-MOM RF (GEV**2)
#*COL3  PTR    RECOIL TRANSVERSE MOMENTUM (GEV)
#*COL4  FSIG   TAGGED DIFF CROSS SECN (NB/GEV**4)
#*COL5  UNUM   EVENT NUMBER IN BIN
#*COL6  F2/SPOL   TAGGED F2/POLE FACTOR
  0.3050 0.1504E+00 0.3799E+00 0.2963E+00 0.1352E+01 0.4155E-01
  0.3100 0.1529E+00 0.3829E+00 0.2908E+00 0.1283E+01 0.4078E-01
  0.3150 0.1554E+00 0.3859E+00 0.2855E+00 0.1218E+01 0.4004E-01
  0.3200 0.1579E+00 0.3889E+00 0.2804E+00 0.1158E+01 0.3932E-01
  0.3250 0.1604E+00 0.3918E+00 0.2754E+00 0.1101E+01 0.3862E-01
  0.3300 0.1629E+00 0.3948E+00 0.2706E+00 0.1048E+01 0.3794E-01
  0.3350 0.1654E+00 0.3976E+00 0.2659E+00 0.9982E+00 0.3728E-01
  0.3400 0.1679E+00 0.4005E+00 0.2613E+00 0.9513E+00 0.3664E-01
  0.3450 0.1704E+00 0.4034E+00 0.2569E+00 0.9072E+00 0.3602E-01
  0.3500 0.1729E+00 0.4062E+00 0.2526E+00 0.8656E+00 0.3542E-01
  0.3550 0.1754E+00 0.4090E+00 0.2484E+00 0.8265E+00 0.3483E-01
  0.3600 0.1779E+00 0.4118E+00 0.2443E+00 0.7897E+00 0.3426E-01
  0.3650 0.1804E+00 0.4145E+00 0.2404E+00 0.7549E+00 0.3371E-01
  0.3700 0.1829E+00 0.4172E+00 0.2365E+00 0.7220E+00 0.3317E-01
  0.3750 0.1854E+00 0.4200E+00 0.2328E+00 0.6910E+00 0.3265E-01
  0.3800 0.1879E+00 0.4227E+00 0.2292E+00 0.6616E+00 0.3214E-01
  0.3850 0.1904E+00 0.4253E+00 0.2256E+00 0.6338E+00 0.3164E-01
  0.3900 0.1929E+00 0.4280E+00 0.2222E+00 0.6075E+00 0.3116E-01
  0.3950 0.1954E+00 0.4306E+00 0.2188E+00 0.5826E+00 0.3068E-01
  0.4000 0.1979E+00 0.4332E+00 0.2156E+00 0.5590E+00 0.3023E-01
  0.4050 0.2004E+00 0.4358E+00 0.2124E+00 0.5366E+00 0.2978E-01
  0.4100 0.2029E+00 0.4384E+00 0.2093E+00 0.5154E+00 0.2934E-01
  0.4150 0.2054E+00 0.4410E+00 0.2062E+00 0.4952E+00 0.2892E-01
  0.4200 0.2079E+00 0.4435E+00 0.2033E+00 0.4760E+00 0.2850E-01
  0.4250 0.2104E+00 0.4460E+00 0.2004E+00 0.4577E+00 0.2810E-01
  0.4300 0.2129E+00 0.4485E+00 0.1976E+00 0.4404E+00 0.2771E-01
  0.4350 0.2154E+00 0.4510E+00 0.1948E+00 0.4238E+00 0.2732E-01
  0.4400 0.2179E+00 0.4535E+00 0.1922E+00 0.4081E+00 0.2695E-01
  0.4450 0.2204E+00 0.4559E+00 0.1896E+00 0.3931E+00 0.2658E-01
  0.4500 0.2229E+00 0.4584E+00 0.1870E+00 0.3788E+00 0.2622E-01
  0.4550 0.2254E+00 0.4608E+00 0.1845E+00 0.3652E+00 0.2587E-01
  0.4600 0.2279E+00 0.4632E+00 0.1821E+00 0.3522E+00 0.2553E-01
  0.4650 0.2304E+00 0.4656E+00 0.1797E+00 0.3398E+00 0.2520E-01
  0.4700 0.2329E+00 0.4680E+00 0.1774E+00 0.3279E+00 0.2487E-01
  0.4750 0.2354E+00 0.4704E+00 0.1751E+00 0.3166E+00 0.2455E-01
  0.4800 0.2379E+00 0.4727E+00 0.1729E+00 0.3057E+00 0.2424E-01
  0.4850 0.2404E+00 0.4751E+00 0.1707E+00 0.2953E+00 0.2394E-01
  0.4900 0.2429E+00 0.4774E+00 0.1686E+00 0.2854E+00 0.2364E-01
  0.4950 0.2454E+00 0.4797E+00 0.1665E+00 0.2759E+00 0.2335E-01
  0.5000 0.2479E+00 0.4820E+00 0.1645E+00 0.2668E+00 0.2306E-01
  0.5050 0.2504E+00 0.4843E+00 0.1625E+00 0.2581E+00 0.2278E-01
  0.5100 0.2529E+00 0.4865E+00 0.1605E+00 0.2498E+00 0.2251E-01
  0.5150 0.2554E+00 0.4888E+00 0.1586E+00 0.2418E+00 0.2224E-01
  0.5200 0.2579E+00 0.4910E+00 0.1567E+00 0.2341E+00 0.2198E-01
  0.5250 0.2604E+00 0.4933E+00 0.1549E+00 0.2267E+00 0.2172E-01
  0.5300 0.2629E+00 0.4955E+00 0.1531E+00 0.2197E+00 0.2147E-01
  0.5350 0.2654E+00 0.4977E+00 0.1514E+00 0.2129E+00 0.2122E-01
  0.5400 0.2679E+00 0.4999E+00 0.1496E+00 0.2063E+00 0.2098E-01
  0.5450 0.2704E+00 0.5021E+00 0.1479E+00 0.2001E+00 0.2075E-01
  0.5500 0.2729E+00 0.5042E+00 0.1463E+00 0.1940E+00 0.2051E-01
  0.5550 0.2754E+00 0.5064E+00 0.1447E+00 0.1883E+00 0.2029E-01
  0.5600 0.2779E+00 0.5085E+00 0.1431E+00 0.1827E+00 0.2006E-01
  0.5650 0.2804E+00 0.5107E+00 0.1415E+00 0.1773E+00 0.1985E-01
  0.5700 0.2829E+00 0.5128E+00 0.1400E+00 0.1722E+00 0.1963E-01
  0.5750 0.2854E+00 0.5149E+00 0.1385E+00 0.1672E+00 0.1942E-01
  0.5800 0.2879E+00 0.5170E+00 0.1370E+00 0.1624E+00 0.1922E-01
  0.5850 0.2904E+00 0.5191E+00 0.1356E+00 0.1578E+00 0.1901E-01
  0.5900 0.2929E+00 0.5212E+00 0.1342E+00 0.1533E+00 0.1882E-01
  0.5950 0.2954E+00 0.5232E+00 0.1328E+00 0.1491E+00 0.1862E-01
  0.6000 0.2979E+00 0.5253E+00 0.1314E+00 0.1449E+00 0.1843E-01
  0.6050 0.3004E+00 0.5274E+00 0.1301E+00 0.1409E+00 0.1824E-01
  0.6100 0.3029E+00 0.5294E+00 0.1288E+00 0.1371E+00 0.1806E-01
  0.6150 0.3054E+00 0.5314E+00 0.1275E+00 0.1334E+00 0.1788E-01
  0.6200 0.3079E+00 0.5334E+00 0.1262E+00 0.1298E+00 0.1770E-01
  0.6250 0.3104E+00 0.5355E+00 0.1250E+00 0.1263E+00 0.1753E-01
  0.6300 0.3129E+00 0.5375E+00 0.1238E+00 0.1230E+00 0.1735E-01
  0.6350 0.3154E+00 0.5394E+00 0.1226E+00 0.1198E+00 0.1719E-01
  0.6400 0.3179E+00 0.5414E+00 0.1214E+00 0.1167E+00 0.1702E-01
  0.6450 0.3204E+00 0.5434E+00 0.1202E+00 0.1136E+00 0.1686E-01
  0.6500 0.3229E+00 0.5454E+00 0.1191E+00 0.1107E+00 0.1670E-01
  0.6550 0.3254E+00 0.5473E+00 0.1180E+00 0.1079E+00 0.1654E-01
  0.6600 0.3279E+00 0.5493E+00 0.1169E+00 0.1052E+00 0.1639E-01
  0.6650 0.3304E+00 0.5512E+00 0.1158E+00 0.1025E+00 0.1624E-01
  0.6700 0.3329E+00 0.5531E+00 0.1147E+00 0.9997E-01 0.1609E-01
  0.6750 0.3354E+00 0.5550E+00 0.1137E+00 0.9750E-01 0.1594E-01
  0.6800 0.3379E+00 0.5570E+00 0.1126E+00 0.9510E-01 0.1580E-01
  0.6850 0.3404E+00 0.5589E+00 0.1116E+00 0.9278E-01 0.1565E-01
  0.6900 0.3429E+00 0.5608E+00 0.1106E+00 0.9054E-01 0.1551E-01
  0.6950 0.3454E+00 0.5626E+00 0.1097E+00 0.8836E-01 0.1538E-01
  0.7000 0.3479E+00 0.5645E+00 0.1087E+00 0.8625E-01 0.1524E-01
  0.7050 0.3504E+00 0.5664E+00 0.1077E+00 0.8420E-01 0.1511E-01
  0.7100 0.3529E+00 0.5682E+00 0.1068E+00 0.8222E-01 0.1498E-01
  0.7150 0.3554E+00 0.5701E+00 0.1059E+00 0.8029E-01 0.1485E-01
  0.7200 0.3579E+00 0.5719E+00 0.1050E+00 0.7843E-01 0.1472E-01
  0.7250 0.3604E+00 0.5738E+00 0.1041E+00 0.7662E-01 0.1460E-01
  0.7300 0.3629E+00 0.5756E+00 0.1032E+00 0.7486E-01 0.1448E-01
  0.7350 0.3654E+00 0.5774E+00 0.1024E+00 0.7316E-01 0.1435E-01
  0.7400 0.3679E+00 0.5792E+00 0.1015E+00 0.7150E-01 0.1424E-01
  0.7450 0.3704E+00 0.5811E+00 0.1007E+00 0.6989E-01 0.1412E-01
  0.7500 0.3729E+00 0.5828E+00 0.9986E-01 0.6833E-01 0.1400E-01
  0.7550 0.3754E+00 0.5846E+00 0.9905E-01 0.6682E-01 0.1389E-01
  0.7600 0.3779E+00 0.5864E+00 0.9825E-01 0.6534E-01 0.1378E-01
  0.7650 0.3804E+00 0.5882E+00 0.9746E-01 0.6391E-01 0.1367E-01
  0.7700 0.3829E+00 0.5900E+00 0.9669E-01 0.6252E-01 0.1356E-01
  0.7750 0.3854E+00 0.5917E+00 0.9592E-01 0.6117E-01 0.1345E-01
  0.7800 0.3879E+00 0.5935E+00 0.9517E-01 0.5986E-01 0.1335E-01
  0.7850 0.3904E+00 0.5952E+00 0.9443E-01 0.5858E-01 0.1324E-01
  0.7900 0.3929E+00 0.5970E+00 0.9370E-01 0.5733E-01 0.1314E-01
  0.7950 0.3954E+00 0.5987E+00 0.9298E-01 0.5613E-01 0.1304E-01
  0.8000 0.3979E+00 0.6005E+00 0.9227E-01 0.5495E-01 0.1294E-01
  0.8050 0.4004E+00 0.6022E+00 0.9157E-01 0.5380E-01 0.1284E-01
  0.8100 0.4029E+00 0.6039E+00 0.9088E-01 0.5269E-01 0.1274E-01
  0.8150 0.4054E+00 0.6056E+00 0.9020E-01 0.5161E-01 0.1265E-01
  0.8200 0.4079E+00 0.6073E+00 0.8953E-01 0.5055E-01 0.1255E-01
  0.8250 0.4104E+00 0.6090E+00 0.8887E-01 0.4952E-01 0.1246E-01
  0.8300 0.4129E+00 0.6107E+00 0.8822E-01 0.4852E-01 0.1237E-01
  0.8350 0.4154E+00 0.6124E+00 0.8757E-01 0.4755E-01 0.1228E-01
  0.8400 0.4179E+00 0.6141E+00 0.8694E-01 0.4660E-01 0.1219E-01
  0.8450 0.4204E+00 0.6157E+00 0.8631E-01 0.4567E-01 0.1210E-01
  0.8500 0.4229E+00 0.6174E+00 0.8569E-01 0.4477E-01 0.1202E-01
  0.8550 0.4254E+00 0.6190E+00 0.8509E-01 0.4389E-01 0.1193E-01
  0.8600 0.4279E+00 0.6207E+00 0.8448E-01 0.4304E-01 0.1185E-01
  0.8650 0.4304E+00 0.6224E+00 0.8389E-01 0.4220E-01 0.1176E-01
  0.8700 0.4329E+00 0.6240E+00 0.8331E-01 0.4139E-01 0.1168E-01
  0.8750 0.4354E+00 0.6256E+00 0.8273E-01 0.4059E-01 0.1160E-01
  0.8800 0.4379E+00 0.6273E+00 0.8216E-01 0.3982E-01 0.1152E-01
  0.8850 0.4404E+00 0.6289E+00 0.8160E-01 0.3906E-01 0.1144E-01
  0.8900 0.4429E+00 0.6305E+00 0.8104E-01 0.3833E-01 0.1136E-01
  0.8950 0.4454E+00 0.6321E+00 0.8049E-01 0.3761E-01 0.1129E-01
  0.9000 0.4479E+00 0.6337E+00 0.7995E-01 0.3691E-01 0.1121E-01
  0.9050 0.4504E+00 0.6353E+00 0.7942E-01 0.3622E-01 0.1114E-01
  0.9100 0.4529E+00 0.6369E+00 0.7889E-01 0.3555E-01 0.1106E-01
  0.9150 0.4554E+00 0.6385E+00 0.7837E-01 0.3490E-01 0.1099E-01
  0.9200 0.4579E+00 0.6401E+00 0.7786E-01 0.3426E-01 0.1092E-01
  0.9250 0.4604E+00 0.6417E+00 0.7735E-01 0.3364E-01 0.1085E-01
  0.9300 0.4629E+00 0.6432E+00 0.7685E-01 0.3304E-01 0.1078E-01
  0.9350 0.4654E+00 0.6448E+00 0.7635E-01 0.3244E-01 0.1071E-01
  0.9400 0.4679E+00 0.6464E+00 0.7586E-01 0.3186E-01 0.1064E-01
  0.9450 0.4704E+00 0.6479E+00 0.7538E-01 0.3130E-01 0.1057E-01
  0.9500 0.4729E+00 0.6495E+00 0.7490E-01 0.3074E-01 0.1050E-01
  0.9550 0.4754E+00 0.6510E+00 0.7443E-01 0.3020E-01 0.1044E-01
  0.9600 0.4779E+00 0.6526E+00 0.7397E-01 0.2968E-01 0.1037E-01
  0.9650 0.4804E+00 0.6541E+00 0.7350E-01 0.2916E-01 0.1031E-01
  0.9700 0.4829E+00 0.6557E+00 0.7305E-01 0.2865E-01 0.1024E-01
  0.9750 0.4854E+00 0.6572E+00 0.7260E-01 0.2816E-01 0.1018E-01
  0.9800 0.4879E+00 0.6587E+00 0.7216E-01 0.2768E-01 0.1012E-01
  0.9850 0.4904E+00 0.6602E+00 0.7172E-01 0.2721E-01 0.1006E-01
  0.9900 0.4929E+00 0.6617E+00 0.7128E-01 0.2675E-01 0.9996E-02
  0.9950 0.4954E+00 0.6632E+00 0.7086E-01 0.2629E-01 0.9936E-02
  1.0000 0.4979E+00 0.6648E+00 0.7043E-01 0.2585E-01 0.9876E-02
  1.0050 0.5004E+00 0.6663E+00 0.7001E-01 0.2542E-01 0.9818E-02
